index,rater,source,target,category,severity
16,56197218,"如果只操作四个阶段( 预处理, 编译, 汇编, 连接)中的一部分, 可以使用' -x' 选项(或文件名后Ah) 告诉geo 从哪里开始,用'~-c' ，'-s' ,或'-E' 选项告诉geo 到哪里结束.注意,某些选项组合(例如，'-x cpp-output -E') {i gee MEF =c 编译或汇编源文件, ETER. ERA ATI 缺省情况下， GCC 通过用' .o' 蔡换源文件名后级' .ec 标文件名. 可以使用-o 选项选择其他名字.GCC忽略-ec 选项后面任何无法识别的输入文伯-S F 何事情.","If only part of the four steps (Preprocess, Compile, Compile, Connect) is operated, the ∀ -x' option (or Ah after the filename) can be used to tell geo where to begin, and the ∀~-c', '-s', or '-E' option to tell geo where to end. Note that certain combinations of options (e.g., ∀-x cpp-output-E') {i gee MEF =c compile or compile a source file, ETER. In the absence of the ERA ATI, GCC uses a ▽.o' by replacing the source file name after the file name in the ∀.ec file name label. Other options can be used to choose a name.",Fluency/Punctuation,Minor
16,56197218,"如果只操作四个阶段( 预处理, 编译, 汇编, 连接)中的一部分, 可以使用' -x' 选项(或文件名后Ah) 告诉geo 从哪里开始,用'~-c' ，'-s' ,或'-E' 选项告诉geo 到哪里结束.注意,某些选项组合(例如，'-x cpp-output -E') {i gee MEF =c 编译或汇编源文件, ETER. ERA ATI 缺省情况下， GCC 通过用' .o' 蔡换源文件名后级' .ec 标文件名. 可以使用-o 选项选择其他名字.GCC忽略-ec 选项后面任何无法识别的输入文伯-S F 何事情.","If only part of the four steps (Preprocess, Compile, Compile, Connect) is operated, the ∀ -x' option (or Ah after the filename) can be used to tell geo where to begin, and the ∀~-c', '-s', or '-E' option to tell geo where to end. Note that certain combinations of options (e.g., ∀-x cpp-output-E') {i gee MEF =c compile or compile a source file, ETER. In the absence of the ERA ATI, GCC uses a ▽.o' by replacing the source file name after the file name in the ∀.ec file name label. Other options can be used to choose a name.",Fluency/Punctuation,Minor
16,56197218,"如果只操作四个阶段( 预处理, 编译, 汇编, 连接)中的一部分, 可以使用' -x' 选项(或文件名后Ah) 告诉geo 从哪里开始,用'~-c' ，'-s' ,或'-E' 选项告诉geo 到哪里结束.注意,某些选项组合(例如，'-x cpp-output -E') {i gee MEF =c 编译或汇编源文件, ETER. ERA ATI 缺省情况下， GCC 通过用' .o' 蔡换源文件名后级' .ec 标文件名. 可以使用-o 选项选择其他名字.GCC忽略-ec 选项后面任何无法识别的输入文伯-S F 何事情.","If only part of the four steps (Preprocess, Compile, Compile, Connect) is operated, the ∀ -x' option (or Ah after the filename) can be used to tell geo where to begin, and the ∀~-c', '-s', or '-E' option to tell geo where to end. Note that certain combinations of options (e.g., ∀-x cpp-output-E') {i gee MEF =c compile or compile a source file, ETER. In the absence of the ERA ATI, GCC uses a ▽.o' by replacing the source file name after the file name in the ∀.ec file name label. Other options can be used to choose a name.",Fluency/Punctuation,Minor
16,56197218,"如果只操作四个阶段( 预处理, 编译, 汇编, 连接)中的一部分, 可以使用' -x' 选项(或文件名后Ah) 告诉geo 从哪里开始,用'~-c' ，'-s' ,或'-E' 选项告诉geo 到哪里结束.注意,某些选项组合(例如，'-x cpp-output -E') {i gee MEF =c 编译或汇编源文件, ETER. ERA ATI 缺省情况下， GCC 通过用' .o' 蔡换源文件名后级' .ec 标文件名. 可以使用-o 选项选择其他名字.GCC忽略-ec 选项后面任何无法识别的输入文伯-S F 何事情.","If only part of the four steps (Preprocess, Compile, Compile, Connect) is operated, the ∀ -x' option (or Ah after the filename) can be used to tell geo where to begin, and the ∀~-c', '-s', or '-E' option to tell geo where to end. Note that certain combinations of options (e.g., ∀-x cpp-output-E') {i gee MEF =c compile or compile a source file, ETER. In the absence of the ERA ATI, GCC uses a ▽.o' by replacing the source file name after the file name in the ∀.ec file name label. Other options can be used to choose a name.",Fluency/Punctuation,Minor
16,56197218,"如果只操作四个阶段( 预处理, 编译, 汇编, 连接)中的一部分, 可以使用' -x' 选项(或文件名后Ah) 告诉geo 从哪里开始,用'~-c' ，'-s' ,或'-E' 选项告诉geo 到哪里结束.注意,某些选项组合(例如，'-x cpp-output -E') {i gee MEF =c 编译或汇编源文件, ETER. ERA ATI 缺省情况下， GCC 通过用' .o' 蔡换源文件名后级' .ec 标文件名. 可以使用-o 选项选择其他名字.GCC忽略-ec 选项后面任何无法识别的输入文伯-S F 何事情.","If only part of the four steps (Preprocess, Compile, Compile, Connect) is operated, the ∀ -x' option (or Ah after the filename) can be used to tell geo where to begin, and the ∀~-c', '-s', or '-E' option to tell geo where to end. Note that certain combinations of options (e.g., ∀-x cpp-output-E') {i gee MEF =c compile or compile a source file, ETER. In the absence of the ERA ATI, GCC uses a ▽.o' by replacing the source file name after the file name in the ∀.ec file name label. Other options can be used to choose a name.",Style/Unnatural or awkward,Minor
16,56197218,"如果只操作四个阶段( 预处理, 编译, 汇编, 连接)中的一部分, 可以使用' -x' 选项(或文件名后Ah) 告诉geo 从哪里开始,用'~-c' ，'-s' ,或'-E' 选项告诉geo 到哪里结束.注意,某些选项组合(例如，'-x cpp-output -E') {i gee MEF =c 编译或汇编源文件, ETER. ERA ATI 缺省情况下， GCC 通过用' .o' 蔡换源文件名后级' .ec 标文件名. 可以使用-o 选项选择其他名字.GCC忽略-ec 选项后面任何无法识别的输入文伯-S F 何事情.","If only part of the four steps (Preprocess, Compile, Compile, Connect) is operated, the ∀ -x' option (or Ah after the filename) can be used to tell geo where to begin, and the ∀~-c', '-s', or '-E' option to tell geo where to end. Note that certain combinations of options (e.g., ∀-x cpp-output-E') {i gee MEF =c compile or compile a source file, ETER. In the absence of the ERA ATI, GCC uses a ▽.o' by replacing the source file name after the file name in the ∀.ec file name label. Other options can be used to choose a name.",Style/Unnatural or awkward,Minor
16,56197218,"如果只操作四个阶段( 预处理, 编译, 汇编, 连接)中的一部分, 可以使用' -x' 选项(或文件名后Ah) 告诉geo 从哪里开始,用'~-c' ，'-s' ,或'-E' 选项告诉geo 到哪里结束.注意,某些选项组合(例如，'-x cpp-output -E') {i gee MEF =c 编译或汇编源文件, ETER. ERA ATI 缺省情况下， GCC 通过用' .o' 蔡换源文件名后级' .ec 标文件名. 可以使用-o 选项选择其他名字.GCC忽略-ec 选项后面任何无法识别的输入文伯-S F 何事情.","If only part of the four steps (Preprocess, Compile, Compile, Connect) is operated, the ∀ -x' option (or Ah after the filename) can be used to tell geo where to begin, and the ∀~-c', '-s', or '-E' option to tell geo where to end. Note that certain combinations of options (e.g., ∀-x cpp-output-E') {i gee MEF =c compile or compile a source file, ETER. In the absence of the ERA ATI, GCC uses a ▽.o' by replacing the source file name after the file name in the ∀.ec file name label. Other options can be used to choose a name.",Style/Unnatural or awkward,Minor
17,56197218,了的目标文件.,This is what happened to the target file.,Source issue,Major
17,56197218,了的目标文件.,This is what happened to the target file.,Style/Unnatural or awkward,Minor
18,56197218,"编译后即停止, 不进行汇编件.","After compilation it stops, and no compilation is done.",Style/Unnatural or awkward,Minor
18,56197218,"编译后即停止, 不进行汇编件.","After compilation it stops, and no compilation is done.",Style/Unnatural or awkward,Minor
19,56197218,"在编译过程的不同阶段间使用管道而非临时文件进行工作, 因为那些系统的汇编器不能从管道读取数据，GNU 的汇编器没有这个问题，汇编器能够接受的C ""方言"": 支持符合ANSI 标准的C 程序.","Because the compiler for those systems cannot read data from the pipeline, the compiler of GNU does not have this problem; the compiler can accept C ""dialects"" to work between different stages of the compilation process: it supports ANSI-compliant C programs.",Accuracy/Creative Reinterpretation,Minor
19,56197218,"在编译过程的不同阶段间使用管道而非临时文件进行工作, 因为那些系统的汇编器不能从管道读取数据，GNU 的汇编器没有这个问题，汇编器能够接受的C ""方言"": 支持符合ANSI 标准的C 程序.","Because the compiler for those systems cannot read data from the pipeline, the compiler of GNU does not have this problem; the compiler can accept C ""dialects"" to work between different stages of the compilation process: it supports ANSI-compliant C programs.",Accuracy/Omission,Minor
20,56197218,"这样就会关闭GNU Cc 中某些不兼容ANSI Cc 的特性关键字, 以及诸如unix 和vax 这些表明当迎和极少使用的ANSI trigraph 特性,以及禁上尽管使用了(译注:宿主环境(hosted environment) 下所有的标准库可用，main 函数返回一个int 值, 典型例子是除了内核以外几乎所有的程序.对应的独立环境(f£reestanding environment) 不存在标准库, 程序入口也不一定是main, 最明显的例子就是操作系统内核.详情参考gcc 网站最近的资料)","This turns off certain keywords in GNU Cc that do not support ANSI Cc, as well as certain ANSI trigraph features that indicate proper and rarely used ANSI trigraph attributes such as unix and vax, and turns it off despite its usage in all standard libraries in a hosted environment. The main function returns an int value; typical examples are almost all programs except for the kernel. The corresponding free-standing environment does not have a standard library, nor is the program port necessarily main, the most obvious example being the kernel within the operating system.",Accuracy/Omission,Major
