index,original,translated,audience_appropriateness_annotation
403,"(PERSON1) Yeah, because I think it's a method which is very easy to test, and it always should be tested in contrast with the two encoders, and I would expect sometimes to be better and sometimes to be worse than the two encoders set up, depending on the exact task like what exactly is the second thing that you are encoding. So, maybe if you have two copies two paraphrases of the same sentence, maybe it is somehow confusing for the attention so whatever, I don't know. Behaviour also could be different for the old sequence-to-sequence methods, compared to transformer, so for RNN then it behaved differently maybe with transformer it's yeah, it's harder to train so maybe you need to whatever increase warm-ups number, warm-up sets.","(PERSON1) Ja, denn ich denke, es ist eine Methode, die sehr einfach zu testen ist, und sie sollte immer im Vergleich zu den beiden Encodern getestet werden, und ich würde erwarten, dass sie manchmal besser und manchmal schlechter als die beiden eingerichteten Encoder ist, je nach der genauen Aufgabe, wie genau die zweite Sache ist, die Sie codieren. Also, vielleicht wenn Sie zwei Kopien, zwei Umformulierungen desselben Satzes haben, ist es für die Aufmerksamkeit irgendwie verwirrend, also was auch immer, ich weiß es nicht. Das Verhalten könnte auch für die alten Sequenz-zu-Sequenz-Methoden im Vergleich zu Transformer unterschiedlich sein, also für RNN verhielt es sich vielleicht anders, vielleicht ist es mit Transformer schwieriger zu trainieren, also müssen Sie vielleicht die Aufwärmzahl, die Aufwärmsets erhöhen.","MQM annotations:
Audience Appropriateness Errors
[Minor]: [culture-specific reference] - The term ""warm-ups number, warm-up sets"" may not be familiar to the German audience and could be confusing.
[Minor]: [wrong language variety] - The use of the term ""Aufwärmzahl, Aufwärmsets"" may not be the most natural or common expression in the target German language variety."
404,"(PERSON2) Yeah, so just know like-","Ja, also wissen Sie einfach, dass-","MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""wissen Sie einfach, dass-"" may not be as natural or conversational in the German translation compared to the more casual tone of the English source."
407,"(PERSON2) <unintelligible/> that you like can improve your amenity score by just appending phrase-based output and the attention is like double diagonal, so the attention is not an issue, so like I believe you but it's surprising that it didn't work.","(PERSON2) <unintelligible/> dass Sie mögen, kann Ihren Komfortpunktestand verbessern, indem Sie nur phrasenbasierte Ausgabe anhängen, und die Aufmerksamkeit ist wie doppelt diagonal, also ist die Aufmerksamkeit kein Problem, also glaube ich Ihnen, aber es ist überraschend, dass es nicht funktioniert hat.","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""appending phrase-based output"" and the mention of ""attention"" may not be easily understood by the target German audience, as they are technical terms related to machine learning and natural language processing.
[Minor]: WRONG LANGUAGE VARIETY - The phrase ""Komfortpunktestand"" is not a commonly used term in German and may sound overly technical or formal for the intended audience."
411,"(PERSON8) I tried to, I guess two tokens and yeah like because in the first version, we had a suspicion that the token could be also tokenized itself, so then I replayed it with another token which is not only for this purpose because we used some pretrained dictionary, and this dictionary didn't contain separator tokens. So, I used some token that I assumed that it wouldn't be like tokenized into several pieces and so it will appear once. I had no guarantee that this token couldn't appear in other places in the sentence and that is the only place it could appear. So, it could be done more properly, yeah, I agree.","(PERSON8) Ich habe versucht, ich denke, zwei Token und ja, weil in der ersten Version hatten wir den Verdacht, dass das Token auch selbst tokenisiert werden könnte, also habe ich es dann mit einem anderen Token wiederholt, das nicht nur für diesen Zweck verwendet wird, da wir ein vortrainiertes Wörterbuch verwendet haben, und dieses Wörterbuch enthielt keine Trennzeichen-Token. Also habe ich ein Token verwendet, von dem ich annahm, dass es nicht in mehrere Teile tokenisiert werden würde und daher nur einmal erscheinen würde. Ich hatte keine Garantie, dass dieses Token nicht an anderen Stellen im Satz auftauchen könnte und dass dies der einzige Ort wäre, an dem es auftauchen könnte. Also könnte es sorgfältiger gemacht werden, ja, ich stimme zu.","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The use of ""two tokens"" and ""tokenized"" may not be easily understood by the target German audience, as they are technical terms related to natural language processing that may not be familiar to a general audience.
[Minor]: WRONG LANGUAGE VARIETY - The phrase ""ja, weil"" is more typical of a southern German dialect, while the target audience may expect a more standard German usage."
413,(PERSON1) I thought it meant something using I don't know mediator.,"Ich dachte, es bedeutete etwas, bei dem ich keinen Vermittler kenne.","MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The use of ""mediator"" may not be a common or understandable term in the German context, as it could be interpreted as a legal or professional role rather than the intended meaning of ""I don't know""."
417,"(PERSON2) Oh maybe a different HTTP server. I don't know, maybe we don't even need a fancy HTTP server for that.","Vielleicht ein anderer HTTP-Server. Ich weiß nicht, vielleicht brauchen wir dafür nicht einmal einen aufwendigen HTTP-Server, nur die Übersetzung ohne zusätzlichen Text.","MQM annotations:
audience appropriateness error:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""HTTP server"" may not be familiar to all German readers, as it is a technical term more commonly used in an IT context."
419,"(PERSON2) Yeah, the only requirement is that it should handle more connection at a time.","Ja, die einzige Anforderung ist, dass es mehr Verbindungen gleichzeitig verarbeiten kann.","MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The term ""more connection at a time"" may not be a common expression in German and could be less intuitive for the target audience."
427,"(PERSON7) Yeah, so there's another thing, Maybe it's not a good idea to combine these two runs into one setup. I think it is actually better if you run it separately and save the outputs. So, you first use the environment for cruise control and the processing,","(PERSON7) Ja, es gibt noch eine Sache, vielleicht ist es keine gute Idee, diese beiden Läufe in einer Einrichtung zu kombinieren. Ich denke, es ist tatsächlich besser, wenn du es getrennt ausführst und die Ausgaben speicherst.","MQM annotations:
Audience Appropriateness Errors
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The term ""cruise control"" may not be a familiar concept for some German audiences."
430,"(PERSON2) Yes, that's the only stuff I did for positive constraints. With the negative constraints I did something a little bit more complicated in the decoding. Like filtering out the beams and replacing the beams with different beams. And for like multi-token constraints and this kind of stuff. But for the positive constraints, I only compared the training approach with yeah just this very simple stuff. Just modifying the scores in each step in the same way.","Ja, das ist der einzige Stoff, den ich für positive Einschränkungen gemacht habe. Bei den negativen Einschränkungen habe ich etwas etwas komplizierter im Decoding gemacht. Wie das Herausfiltern der Strahlen und das Ersetzen der Strahlen durch verschiedene Strahlen. Und für wie Mehrfachtokeneinschränkungen und so etwas. Aber für die positiven Einschränkungen habe ich nur den Trainingsansatz mit ja nur diesem sehr einfachen Zeug verglichen. Einfach das Ändern der Bewertungen in jedem Schritt auf die gleiche Weise.","MQM annotations:
Audience Appropriateness Errors
[Minor]: culture-specific reference - The term ""beams"" may not be a common or intuitive concept for the target German audience, and could benefit from a more culturally appropriate explanation or rephrasing.
[Minor]: wrong language variety - The use of the term ""Strahlen"" (beams) instead of a more common German equivalent could suggest a non-native or technical register that may not align with the expected language style for the target audience."
432,"(PERSON2) Yeah, right now, I'm kind of waiting for the dataset reprocessing from ([PERSON9]). Also [PERSON9] I had a look at the (code), and I think I know why it's so slow. Because for each entry in the terminology in the (Europar) reprocessing, you open the dataset, tokenize it, read it line by line, tokenize it line by line and then close it. But you only you do that -","(PERSON2) Ja, im Moment warte ich auf die Neuverarbeitung des Datensatzes von ([PERSON9]). Auch [PERSON9] habe ich mir den (Code) angesehen und ich denke, ich weiß, warum er so langsam ist. Denn für jeden Eintrag in der Terminologie bei der (Europar)-Neuverarbeitung öffnen Sie den Datensatz, tokenisieren ihn, lesen ihn Zeile für Zeile, tokenisieren ihn Zeile für Zeile und schließen ihn dann wieder.","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""Europar"" may not be familiar or understandable to the German audience, as it is a culture-specific reference to the European Parliament."
439,(PERSON6) I hope there wasn’t anything for me?,"Ich hoffe, es gab nichts für mich?","MQM annotations:
audience appropriateness error:
[minor]: [culture-specific reference] - The phrase ""for me"" may not be a common way of expressing the intended meaning in German, which could sound slightly unusual or informal for the target audience."
447,"(PERSON2) Yeah because well in general, his exams are rather easy.",Seine Prüfungen sind im Allgemeinen eher leicht.,"MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The phrase ""seine Prüfungen sind im Allgemeinen eher leicht"" may not convey the same meaning or connotation as the source text ""his exams are rather easy"" for the target German audience. The German translation could be interpreted as the exams being too easy, which may not be the intended meaning."
454,"(PERSON7) Yeah, but I don't necessarily speak German <laugh/>.","Ja, aber ich spreche nicht unbedingt Deutsch.","MQM annotations:
audience appropriateness error:
[minor]: [culture-specific reference] - The phrase ""I don't necessarily speak German"" may not be as culturally relevant or understandable for a German-speaking audience, as it implies a lack of fluency in the language."
464,"2 bad lemons in a row :( I ordered from this company because I've bought it previous seasons and it worked great for us. This season I bought the next size I needed. One of the pajamas I received had a hole on the foot of the pajama. I returned it and the company sent me a new one. The replacement pajama my son wore one time, I put it in my washing machine just like always and the zipper broke off! I'm so disappointed because I don't have time to be dealing with returns every few days and yet that is what is happening right now.","2 schlechte Zitronen hintereinander :( Ich habe bei diesem Unternehmen bestellt, da ich es in den vorherigen Saisons gekauft und es für uns super funktioniert hat. In dieser Saison habe ich die nächste Größe gekauft, die ich brauchte. Eines der Pyjamas, die ich erhalten habe, hatte ein Loch am Fuß des Pyjamas. Ich habe es zurückgeschickt und das Unternehmen hat mir ein neues geschickt. Der Ersatz-Pyjama, den mein Sohn einmal getragen hat, habe ich wie immer in meine Waschmaschine gegeben, und der Reißverschluss ist abgefallen! Ich bin so enttäuscht, weil ich keine Zeit habe, mich alle paar Tage mit Rücksendungen herumzuschlagen, und genau das passiert mir jetzt.","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""bad lemons"" may not be a common or easily understood idiom in the German culture, potentially causing confusion for the target audience.
[Minor]: WRONG LANGUAGE VARIETY - The use of the term ""Zitronen"" (lemons) instead of a more colloquial or informal term for ""bad"" or ""faulty"" items may sound too formal or technical for the context."
466,"This is a basic puffer coat. If you are seeking a basic coat, then this coat will meet expectations. The coat arrived in a vacuum sealed bag so it needs to be hung up for a few days to let wrinkles come out and to ""puff up"" a bit. I am 5 ft 6 inches and the coat is knee length on me. I ordered 2+ sizes up due to other comments and past experience, and the coat is probably a bit larger than needed. However, with heavier sweater or sweatshirt, it should be fine. There are no cuffs on the sleeves so I will likely add those later. The hood functions, but no ties on it. The front zipper works. There are no vents in the side or back for added movement, but with the larger size, I should have plenty of room. There are two pockets at my waist (may be higher or lower on you). There are no trims or styling details-- it is a BASIC COAT. For the price, I think it is fine. I did wear it on a windy day, but not cold. I could not feel the wind, so I feel that is a good sign. However, I am curious how it will perform in the colder temps and in the rain/snow (supposed to be resistent). Overall, I am pleased. The vacuum seal bag can be re-used and the seller included a really cute thank you note which was a great touch.","Dies ist ein einfacher Daunenparka. Wenn Sie einen einfachen Mantel suchen, dann erfüllt dieser Mantel die Erwartungen. Der Mantel kam in einem vakuumversiegelten Beutel an, so dass er ein paar Tage aufgehängt werden muss, damit die Falten herausgehen und er sich etwas ""aufbläht"". Ich bin 1,68 m groß und der Mantel reicht mir bis zu den Knien. Ich habe 2+ Größen größer bestellt, aufgrund anderer Kommentare und früherer Erfahrungen, und der Mantel ist wahrscheinlich etwas größer als nötig. Mit einem dickeren Pullover oder Sweatshirt sollte es jedoch in Ordnung sein. Es gibt keine Manschetten an den Ärmeln, also werde ich diese wahrscheinlich später hinzufügen. Die Kapuze funktioniert, aber es gibt keine Bänder daran. Der Reißverschluss an der Vorderseite funktioniert. Es gibt keine Belüftungsöffnungen an den Seiten oder hinten für mehr Bewegungsfreiheit, aber in der größeren Größe sollte ich genug Platz haben. Es gibt zwei Taschen in Hüfthöhe (können bei Ihnen höher oder niedriger sein). Es gibt keine Verzierungen oder Stildetails - es ist ein EINFACHER MANTEL. Für den Preis denke ich, dass er in Ordnung ist. Ich habe ihn an einem windigen Tag getragen, aber nicht bei Kälte. Ich konnte den Wind nicht spüren, daher denke ich, dass das ein gutes Zeichen ist. Ich bin jedoch gespannt, wie er sich bei kälteren Temperaturen und Regen/Schnee verhalten wird (soll widerstandsfähig sein). Insgesamt bin ich zufrieden. Der vakuumversiegelte Beutel kann wiederverwendet werden und der Verkäufer hat eine wirklich süße Dankeskarte beigelegt, was eine tolle Geste war.","MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""puffer coat"" may not be a familiar concept for the German audience, and a more common German term for this type of coat could be more appropriate.
[Minor]: WRONG LANGUAGE VARIETY - The use of the term ""Daunenparka"" (down parka) instead of a more common German term for a basic winter coat may not be the most natural choice for the target audience."
471,Good Price for Replacement,Guter Preis für Ersatz.,"MQM annotations:
audience appropriateness errors:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The term ""Ersatz"" may not be a common or natural way to express ""replacement"" in the German context, and could be perceived as an unusual or technical term by the target audience."
472,"The grill of my car was ripped off by a large something flying down the interstate so I needed a replacement. I was afraid after reading some reviews that this wouldn't fit, but it was perfect! I own a 2013 Corolla LE. I didn't put it on myself--I had a guy at a body shop do it for me--but it looked really easy. It just snapped right on in less than 5 minutes. I gave it a 4 star for the sturdiness because it does seem pretty flimsy (time and flying debris will tell), but over all I'm very satisfied that my car no longer has a gaping maw on the front now and that the price was reasonable.","Das Gitter meines Autos wurde von einem großen, fliegenden Etwas auf der Autobahn abgerissen, daher brauchte ich einen Ersatz. Ich hatte Angst, nachdem ich einige Bewertungen gelesen hatte, dass es nicht passen würde, aber es war perfekt! Ich besitze einen Corolla LE aus dem Jahr 2013. Ich habe es nicht selbst montiert - ich habe einen Mann in einer Karosserie-Werkstatt damit beauftragt -, aber es sah wirklich einfach aus. Es klickte in weniger als 5 Minuten einfach ein. Ich habe ihm 4 Sterne für die Stabilität gegeben, weil es ziemlich zerbrechlich erscheint (Zeit und fliegende Trümmer werden es zeigen), aber insgesamt bin ich sehr zufrieden, dass mein Auto jetzt keine gähnende Maulöffnung mehr an der Vorderseite hat und der Preis angemessen war.","MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""gaping maw"" may not be a common or easily understandable expression in the German cultural context.
[Minor]: WRONG LANGUAGE VARIETY - The term ""Karosserie-Werkstatt"" is more typical of a German variety rather than the intended Austrian German variety."
474,Super awesome light My 5 year old absolutely loved this light It didn’t last long he got it for his birthday in January it’s February already has trouble with the buttons and doesn’t run bright with plug in eats up batteries even tried recharging batteries Super cool but needs improvement,"Super tolle Beleuchtung Mein 5-jähriges Kind hat diese Beleuchtung absolut geliebt. Sie hielt nicht lange, er bekam sie zu seinem Geburtstag im Januar, und es ist bereits Februar. Er hat Probleme mit den Knöpfen und leuchtet bei Anschluss an die Steckdose nicht hell genug, selbst wenn die Batterien aufgeladen sind. Super cool, aber es braucht Verbesserungen.","MQM annotations:
Audience Appropriateness Errors
[Minor]: culture-specific reference - The term ""birthday"" may not be a common cultural reference in the German context, where the celebration of a child's birthday may have different traditions and customs.
[Minor]: wrong language variety - The phrase ""zu seinem Geburtstag"" reflects a more formal or standard German language variety, whereas a more colloquial or regional expression may be more appropriate for the context of a 5-year-old child."
476,"The piano is great starters! It finds your child’s inner artistic ability and musical talent. It develops a good hand-eye coordination. The piano isn’t only a play toy, but it actually works and allows your child to play music at an early age. If you want your child to be a future pianist, you should try this product out! Very worth the money!","Das Klavier ist toll für Anfänger! Es findet die innere künstlerische Fähigkeit und das musikalische Talent Ihres Kindes. Es entwickelt eine gute Hand-Auge-Koordination. Das Klavier ist nicht nur ein Spielzeug, sondern es funktioniert tatsächlich und ermöglicht Ihrem Kind, schon in jungen Jahren Musik zu spielen. Wenn Sie möchten, dass Ihr Kind ein zukünftiger Pianist wird, sollten Sie dieses Produkt ausprobieren! Sehr es wert das Geld!","MQM annotations:
Audience Appropriateness Errors
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""future pianist"" may not be a common or relatable goal for all target audience members, as the pursuit of classical music careers can vary in cultural significance.
[Minor]: WRONG LANGUAGE VARIETY - The phrase ""es wert das Geld!"" uses a more colloquial or informal language register that may not align with the expected tone for a product recommendation."
477,"I put this on my nose as directed twice a day rubbing it in for 2 minutes. The skin on my nose reddened and went completely raw. I was pretty taken aback. I had a well healed scar from falling into barb wire from years ago. Not only did this product not work but I almost ended up at the dermatologist's office, however, putting aqua-for and a bandaid over the area finally calmed it down after about a week. My nose is still reddened however but hoping this goes away soon.","Ich habe dies wie angewiesen zweimal täglich auf meine Nase aufgetragen und es für 2 Minuten eingerieben. Die Haut auf meiner Nase wurde gerötet und vollkommen wund. Ich war ziemlich überrascht. Ich hatte eine gut verheilte Narbe von einem Sturz in Stacheldraht vor Jahren. Dieses Produkt hat nicht nur nicht funktioniert, sondern ich musste fast zum Dermatologen, allerdings beruhigte es sich nach etwa einer Woche, indem ich Aqua-for und einen Verband über den Bereich legte. Meine Nase ist immer noch gerötet, aber ich hoffe, dass dies bald wieder weggeht.","MQM annotations:
Audience Appropriateness Errors
[Minor]: culture-specific reference - The reference to ""barb wire"" may not be commonly understood by the German audience.
[Minor]: wrong language variety - The term ""Aqua-for"" is not a common German term and may not be understood by the target audience."
482,"Too many five-star reviews on this novel need to be tempered by some more realistic assessments. I tried reading it but I just found the language flat. the ""freshwater"" metaphor and the many descriptions of the womb like a river and the baby like a fish seemed forced, hackneyed, and contrived. I skipped ahead and it looked like all I was going to find was a campus drama.","Zu viele Fünf-Sterne-Rezensionen auf diesem Roman müssen durch einige realistischere Bewertungen ausgeglichen werden. Ich habe versucht, es zu lesen, aber ich fand die Sprache einfach flach. Die ""Süßwasser""-Metapher und die vielen Beschreibungen des Mutterleibs wie ein Fluss und des Babys wie ein Fisch erschienen mir gezwungen, abgedroschen und gekünstelt. Ich habe übersprungen und es sah so aus, als würde ich nur ein Campus-Drama finden.","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The ""freshwater"" metaphor and the descriptions of the womb like a river and the baby like a fish may not be as culturally relevant or understandable for the German audience as they are for the English-speaking audience.
[Minor]: CULTURE-SPECIFIC REFERENCE - The reference to a ""campus drama"" may not be as familiar or relatable for a German audience compared to an English-speaking audience."
488,"3 1/2 Stars Remedy is a brothers best friend romance as well as a second chance romance mixed into one. It's a unique story, and the hero (Grady) has to do everything to get Collins back and prove he's the guy for her. Three years ago, Grady and Collins had an amazing night together. Collins thought she was finally getting everything she dreamed of, her brothers best friend... but when she woke up alone the next morning, and never heard from her, things definitely changed. Now Grady is back, and he's not leaving, and he's doing everything in his power to prove to her why he left, and that he's not giving her up this time around. While I loved the premise of this story, and at times Grady, he really got on my nerves. I totally understand his reasoning for leaving that night, but to not even send a letter to Collins explaining himself? To leave her wondering and hurt for all those years, and then expect her to welcome him back with open arms? Was he delusional?! Collins was right to be upset, angry, hurt, etc. She was right to put up a fight with him when he wanted her back and to move forward. I admire her will power, because Grady was persistent. I loved Collins in this book, she was strong, and she guarded her heart, and I admired her for that. Sure she loved Grady, but she was scared, and hesitant to let him back in her life, who wouldn't be after what he did to her? Her character was definitely my favorite out of the two. She definitely let things go at the pace she wanted, and when she was ready to listen, she listened. There is a lot of angst in this book, and I did enjoy watching these two reconnect when Collins started to forgive Grady, I just wish Grady would have not come off as so whiney and would have been a little more understanding. He kept saying he understood, but at times he was a little too pushy to me, and then he was sweet towards the end. I ended up loving him just as much as Collins, but in the beginning of the book, I had a hard time reading his points of view because I couldn't connect with his character. The first part of this book, was not my favorite, but he second part? I adored, hence my rating. If you like second chance, and brothers best friend romances, you may really enjoy this book, I just had a hard time with Grady at first and how he handled some of the things he did.","3 1/2 Sterne Remedy ist eine Bruder-beste-Freund-Romanze sowie eine Zweite-Chance-Romanze, die in einem Buch vereint sind. Es ist eine einzigartige Geschichte, und der Held (Grady) muss alles tun, um Collins zurückzubekommen und ihr zu beweisen, dass er der Richtige für sie ist. Vor drei Jahren hatten Grady und Collins eine erstaunliche Nacht zusammen. Collins dachte, sie bekäme endlich alles, wovon sie geträumt hatte, den besten Freund ihres Bruders... aber als sie am nächsten Morgen allein aufwachte und nie wieder von ihm hörte, änderten sich die Dinge definitiv. Jetzt ist Grady zurück, und er geht nicht weg, und er tut alles in seiner Macht Stehende, um ihr zu beweisen, warum er damals gegangen ist, und dass er sie dieses Mal nicht aufgibt. Obwohl mir die Prämisse dieser Geschichte gefallen hat und ich Grady zeitweise mochte, ging er mir manchmal auf die Nerven. Ich verstehe seine Beweggründe für den Abgang in jener Nacht vollkommen, aber nicht einmal einen Brief an Collins zu schicken, um sich zu erklären? Sie all die Jahre lang im Ungewissen und verletzt zu lassen und dann zu erwarten, dass sie ihn mit offenen Armen empfängt? War er etwa wahnsinnig?! Collins hatte jedes Recht, wütend, verletzt usw. zu sein. Sie hatte Recht, sich gegen ihn zu wehren, als er sie zurückwollte und nach vorne gehen wollte. Ich bewundere ihren Willen, denn Grady war hartnäckig. Ich liebte Collins in diesem Buch, sie war stark und verschloss ihr Herz, und das bewundere ich an ihr. Sicher, sie liebte Grady, aber sie hatte Angst und zögerte, ihn wieder in ihr Leben zu lassen - wer würde das nach dem, was er ihr angetan hat, nicht? Ihre Figur war definitiv mein Favorit von den beiden. Sie ließ die Dinge definitiv in dem Tempo geschehen, das sie wollte, und als sie bereit war, zuzuhören, hörte sie auch zu. Es gibt viel Spannung in diesem Buch, und ich habe es genossen, zuzusehen, wie die beiden wieder zueinander fanden, als Collins begann, Grady zu verzeihen. Ich wünschte nur, Grady wäre nicht so weinerlich gewesen und hätte etwas verständnisvoller reagiert. Er sagte ständig, er verstehe es, aber manchmal war er mir einfach zu aufdringlich, und dann war er am Ende wieder so liebevoll. Am Ende liebte ich ihn genauso sehr wie Collins, aber am Anfang des Buches hatte ich Schwierigkeiten, mich mit seiner Figur zu identifizieren. Der erste Teil dieses Buches war nicht mein Favorit, aber der zweite Teil? Den habe ich geliebt, daher meine Bewertung. Wenn du Zweite-Chance-Romanzen und Bruder-beste-Freund-Romanzen magst, wirst du dieses Buch vielleicht wirklich genießen. Ich hatte nur anfangs Schwierigkeiten mit Grady und wie er mit manchen Dingen umgegangen ist.","MQM annotations:
Accuracy Errors
[Major]: [culture-specific reference] - The phrase ""brothers best friend romance"" may not be a familiar concept for the German audience, as the term ""brothers best friend"" is a culture-specific reference that may not translate well.
[Minor]: [culture-specific reference] - The term ""second chance romance"" could be considered a culture-specific reference that may not be immediately understandable for the German audience."
489,He and Johnny Depp are amazing actors. Regarding his portrayal of Churchill,Seine Darstellung von Churchill.,"MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The reference to ""Churchill"" in the target text may not be immediately clear or relevant to the German audience without additional context."
490,"Mr. Oldman has played and created many, different characters. It is very difficult to tell it is him. He and Johnny Depp are amazing actors. Regarding his portrayal of Churchill, was very well done. The compressed time frame from May 10 to the 26th was well presented with the clock 7 turning pages... The scenery and costumes were excellent. Is poignant with today's pair of demi-gods holding world political position. Worth a look several times...worth thoughtful rumination... many more times","Herr Oldman hat viele verschiedene Charaktere gespielt und geschaffen. Es ist sehr schwierig zu erkennen, dass es er ist. Er und Johnny Depp sind erstaunliche Schauspieler. In Bezug auf seine Darstellung von Churchill war es sehr gut gemacht. Der komprimierte Zeitrahmen vom 10. bis zum 26. Mai wurde mit der Uhr 7 und den sich drehenden Seiten gut präsentiert. Die Kulissen und Kostüme waren hervorragend. Es ist ergreifend, dass heute ein Paar von Halbgöttern politische Weltposition innehaben. Es lohnt sich, mehrmals einen Blick darauf zu werfen... es lohnt sich, darüber nachzudenken... viele weitere Male.","MQM annotations:
Audience Appropriateness Errors
[Minor]: [culture-specific reference] - The reference to ""demi-gods holding world political position"" may not be easily understood by the German audience, as it is a culture-specific metaphor."
494,"The battery life is terrible on the one I bought on Amazon. Still can’t believe Logitech discontinued this remote, nothing else comes close in comparison. I absolutely LOVE this Harmony remote, this is my 4th one. Dog chewed up the first one, husband kneeled on the screen of the second one, and the third ones still working but there’s an elbow mark in the middle of the touch screen also courtesy of the hubby...bought this one as a back up and the screens great but the battery it came with holds a charge maybe for a couple days. My original (3rd one) keeps a charge for weeks at a time and I use my remote for everything.","Die Akkulaufzeit ist schrecklich bei dem, den ich bei Amazon gekauft habe. Ich kann immer noch nicht glauben, dass Logitech diese Fernbedienung eingestellt hat, nichts anderes kommt da auch nur annähernd ran. Ich liebe diese Harmony-Fernbedienung wirklich, das ist meine 4. Eine. Der Hund hat die erste zerkaut, mein Mann ist auf den Bildschirm der zweiten gekniet, und die dritte funktioniert noch, aber es gibt einen Ellbogenabdruck in der Mitte des Touchscreens, ebenfalls dank meines Mannes... Ich habe diese als Ersatz gekauft, und der Bildschirm ist toll, aber der mitgelieferte Akku hält vielleicht ein paar Tage. Meine ursprüngliche (die 3.) hält wochenlang und ich benutze meine Fernbedienung für alles.","MQM annotations:
audience appropriateness errors:

[Major]: CULTURE-SPECIFIC REFERENCE - The term ""Harmony remote"" may not be familiar or relevant to the German audience, as it is a brand name specific to the English-speaking market.

[Minor]: WRONG LANGUAGE VARIETY - The use of the term ""Ellbogenabdruck"" (elbow mark) instead of a more common German expression for a similar concept may sound slightly unusual or informal for the target audience."
497,"Not too easy to assemble plus.... It’s a nice looking piece of furniture when assembled, but assembly was difficult. Some of the letter markings were incorrectly marked so I had to try and figure out on my own The screws they supplied to attach the floor and side panels all cracked. I had to go out and purchase corner brackets to make sure they stayed together. Also the glass panel doors are out of line and don’t match evenly. This alignment prevents one of the doors from staying closed as the magnet to keep the door closed is out of line. Still haven’t figured out to align them.","Nicht zu einfach zusammenzubauen plus.... Es ist ein schönes Möbelstück, wenn es zusammengebaut ist, aber der Zusammenbau war schwierig. Einige der Buchstabenmarkierungen waren falsch gekennzeichnet, sodass ich selbst herausfinden musste. Die Schrauben, die sie zum Befestigen der Boden- und Seitenplatten geliefert haben, sind alle gerissen. Ich musste nach Eckbeschlägen gehen, um sicherzustellen, dass sie zusammenbleiben. Auch die Glaspaneltüren sind nicht ausgerichtet und passen nicht gleichmäßig. Diese Ausrichtung verhindert, dass eine der Türen geschlossen bleibt, da der Magnet, der die Tür geschlossen halten soll, nicht ausgerichtet ist. Habe immer noch nicht herausgefunden, wie man sie ausrichten kann.","MQM annotations:
Audience Appropriateness Errors
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""corner brackets"" may not be a common or easily understood concept for the German audience.
[Minor]: CULTURE-SPECIFIC REFERENCE - The reference to ""magnet to keep the door closed"" may not be a familiar concept for the German audience."
