index,source,target,category,annotation
13,明确指出后面输入文件的语言为language (而不是从文件名后绥得到的默认选择).,Make clear that the language of the file input is the language (rather than the default choice from the file name suffix).,terminology,"MQM annotations:
Terminology errors:
minor: wrong term/grammatical error - ""language"" should be ""language,"" as it is being used as a noun."
14,"这个选项应用于后面所有的输入文件, 直到遇着下一个'-x' 选项.language 的可选",This option applies to all subsequent input files until the next '-x' option is available in.language,accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: no-error
[Major]: no-error
[Minor]: accuracy/mistranslation - ""available in.language"" should be ""language"". The source text ""language 的可选"" indicates that ""language"" is optional and refers to the type of language.
```"
14,"这个选项应用于后面所有的输入文件, 直到遇着下一个'-x' 选项.language 的可选",This option applies to all subsequent input files until the next '-x' option is available in.language,audience_appropriateness,"MQM annotations:
no-error"
14,"这个选项应用于后面所有的输入文件, 直到遇着下一个'-x' 选项.language 的可选",This option applies to all subsequent input files until the next '-x' option is available in.language,design_and_markup,"```
MQM annotations:
design and markup errors:
minor: style/awkward - The phrase ""available in.language"" is grammatically incorrect and awkward.
```"
14,"这个选项应用于后面所有的输入文件, 直到遇着下一个'-x' 选项.language 的可选",This option applies to all subsequent input files until the next '-x' option is available in.language,linguistic_conventions,"MQM annotations:
linguistic conventions errors:
minor: punctuation/omission - Missing period at the end of the sentence.
minor: whitespace/addition - Extra space before ""in.language"".
minor: grammar/preposition - Incorrect preposition usage ""in.language"" should be ""for language""."
14,"这个选项应用于后面所有的输入文件, 直到遇着下一个'-x' 选项.language 的可选",This option applies to all subsequent input files until the next '-x' option is available in.language,locale_conventions,"locale conventions:

MQM annotations:
minor: style/awkward - ""available in.language"" - The phrase is awkward and doesn't clearly convey the meaning of ""可选language"" (optional language). It should likely be rephrased."
14,"这个选项应用于后面所有的输入文件, 直到遇着下一个'-x' 选项.language 的可选",This option applies to all subsequent input files until the next '-x' option is available in.language,style,"MQM annotations:
minor: style/Unnatural Flow - The phrase ""is available in.language"" sounds unnatural and awkward. It would be more natural to say ""is specified for language""."
14,"这个选项应用于后面所有的输入文件, 直到遇着下一个'-x' 选项.language 的可选",This option applies to all subsequent input files until the next '-x' option is available in.language,terminology,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""in.language"" should be ""in language""."
15,"关闭任何对语种的明确说明, 因此依据文件名后级处理后面的文件RE AS E ' -x' 选项).",Turn off any explicit language pronouncements that are consequent to the filename suffix processing the file behind the RE AS E ' -x' option).,accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: no-error
[Major]: accuracy/mistranslation - ""consequent to the filename suffix processing the file behind the RE AS E ' -x' option"" doesn't fully reflect the meaning of the source text ""因此依据文件名后级处理后面的文件RE AS E ' -x' 选项"". It sounds awkward and unnatural.
[Minor]: no-error
```"
15,"关闭任何对语种的明确说明, 因此依据文件名后级处理后面的文件RE AS E ' -x' 选项).",Turn off any explicit language pronouncements that are consequent to the filename suffix processing the file behind the RE AS E ' -x' option).,audience_appropriateness,"MQM annotations:
audience appropriateness error:
[Critical]: no-error
[Major]: no-error
[Minor]: no-error"
15,"关闭任何对语种的明确说明, 因此依据文件名后级处理后面的文件RE AS E ' -x' 选项).",Turn off any explicit language pronouncements that are consequent to the filename suffix processing the file behind the RE AS E ' -x' option).,design_and_markup,"MQM annotations:
design and markup errors:
minor: style/awkward - Awkward phrasing ""consequent to the filename suffix processing the file behind the RE AS E ' -x' option)."" It's difficult to understand."
15,"关闭任何对语种的明确说明, 因此依据文件名后级处理后面的文件RE AS E ' -x' 选项).",Turn off any explicit language pronouncements that are consequent to the filename suffix processing the file behind the RE AS E ' -x' option).,linguistic_conventions,"MQM annotations:
linguistic conventions errors:
minor: punctuation/omission - Missing comma after ""pronouncements"".
minor: grammar/preposition - ""consequent to"" should be ""consequent on"" or ""consequent upon"".
minor: whitespace/omission - Missing whitespace after ""E""."
15,"关闭任何对语种的明确说明, 因此依据文件名后级处理后面的文件RE AS E ' -x' 选项).",Turn off any explicit language pronouncements that are consequent to the filename suffix processing the file behind the RE AS E ' -x' option).,locale_conventions,"locale conventions:

MQM annotations:
no error"
15,"关闭任何对语种的明确说明, 因此依据文件名后级处理后面的文件RE AS E ' -x' 选项).",Turn off any explicit language pronouncements that are consequent to the filename suffix processing the file behind the RE AS E ' -x' option).,style,"MQM annotations:
minor: style/Unnatural Flow - The phrase ""consequent to the filename suffix processing the file behind the RE AS E ' -x' option"" is awkward and unnatural in English. It could be phrased more clearly and directly."
15,"关闭任何对语种的明确说明, 因此依据文件名后级处理后面的文件RE AS E ' -x' 选项).",Turn off any explicit language pronouncements that are consequent to the filename suffix processing the file behind the RE AS E ' -x' option).,terminology,"MQM annotations:
Terminology errors:
major: WRONG TERM - The phrase ""RE AS E"" appears to be a transcription error from the source text rather than a glossary term that needs translating and is thus not compliant with the termbase. The source phrase is ungrammatical, so the transcription error is not directly present in the source text."
16,"如果只操作四个阶段( 预处理, 编译, 汇编, 连接)中的一部分, 可以使用' -x' 选项(或文件名后Ah) 告诉geo 从哪里开始,用'~-c' ，'-s' ,或'-E' 选项告诉geo 到哪里结束.注意,某些选项组合(例如，'-x cpp-output -E') {i gee MEF =c 编译或汇编源文件, ETER. ERA ATI 缺省情况下， GCC 通过用' .o' 蔡换源文件名后级' .ec 标文件名. 可以使用-o 选项选择其他名字.GCC忽略-ec 选项后面任何无法识别的输入文伯-S F 何事情.","If only part of the four steps (Preprocess, Compile, Compile, Connect) is operated, the ∀ -x' option (or Ah after the filename) can be used to tell geo where to begin, and the ∀~-c', '-s', or '-E' option to tell geo where to end. Note that certain combinations of options (e.g., ∀-x cpp-output-E') {i gee MEF =c compile or compile a source file, ETER. In the absence of the ERA ATI, GCC uses a ▽.o' by replacing the source file name after the file name in the ∀.ec file name label. Other options can be used to choose a name.",accuracy,"```mqm
MQM annotations:
Accuracy Errors
[Critical]: accuracy/mistranslation - ""Compile, Compile"" in the first sentence should be ""Compile, Assemble"". The repetition of ""Compile"" makes the sentence nonsensical and misleading.
[Major]: accuracy/untranslated - ""Ah"" is untranslated.
[Major]: accuracy/mistranslation - ""∀ -x'"" should be replaced with '-x'. The symbol '∀' is inappropriate in this context and introduces a mistranslation.
[Major]: accuracy/mistranslation - ""∀~-c'"" should be replaced with '-c'. The symbol '∀' and '~' are inappropriate in this context and introduces a mistranslation.
[Major]: accuracy/untranslated - ""{i gee MEF =c"" is untranslated.
[Major]: accuracy/untranslated - ""ETER. ERA ATI"" is untranslated.
[Major]: accuracy/mistranslation - ""▽.o'"" should be replaced with '.o'. The symbol '▽' is inappropriate in this context and introduces a mistranslation.
[Major]: accuracy/mistranslation - ""∀.ec"" should be replaced with '.ec'. The symbol '∀' is inappropriate in this context and introduces a mistranslation.
[Minor]: accuracy/mistranslation - ""geo"" should be replaced with 'gcc'. While not critical, using ""geo"" instead of ""gcc"" is a mistranslation as ""gcc"" is the actual software being referred to.
```"
